n_class_A_carbapenemase_plasmidial,prop_carbapenemase_BD_plasmidial,n_esbl_plasmidial,n_genes_efflux_plasmidial,pct_contigs_plasmidial,n_plasmids_com_conjugacao,gc_diff_plasmid_cromossomo,Species,WHO_Priority
1,0,1,9,35.77235772357724,6,-1.3000000000000045,Klebsiella pneumoniae,Critical
1,0,2,8,21.951219512195124,3,-0.509999999999998,Klebsiella pneumoniae,Critical
1,0,1,3,30.666666666666664,4,-0.8900000000000006,Klebsiella pneumoniae,Critical
0,0,2,9,26.82926829268293,3,-0.3999999999999986,Klebsiella pneumoniae,Critical
1,0,1,6,31.70731707317073,6,-1.8300000000000052,Klebsiella pneumoniae,Critical
1,0,1,1,37.704918032786885,7,-2.6200000000000045,Klebsiella pneumoniae,Critical
1,0,3,3,23.655913978494624,0,0.8500000000000014,Klebsiella pneumoniae,Critical
0,0,2,11,36.95652173913043,6,-1.4200000000000017,Klebsiella pneumoniae,Critical
1,0,2,3,24.74916387959866,8,-1.2800000000000011,Klebsiella pneumoniae,Critical
0,0,0,0,0.0,0,-0.42910375530253764,Klebsiella pneumoniae,Critical
0,0,0,0,0.0,0,-1.565046158063304,Klebsiella pneumoniae,Critical
0,0,0,0,66.66666666666666,1,-7.100000000000001,Klebsiella pneumoniae,Critical
0,0,1,8,21.59709618874773,8,-1.3400000000000034,Klebsiella pneumoniae,Critical
1,0,1,6,19.37869822485207,9,-1.5900000000000034,Klebsiella pneumoniae,Critical
1,0,1,1,19.33884297520661,11,-1.8699999999999972,Klebsiella pneumoniae,Critical
1,0,3,6,19.71608832807571,8,-1.5,Klebsiella pneumoniae,Critical
1,0,2,2,23.404255319148938,3,-0.7899999999999991,Klebsiella pneumoniae,Critical
1,0,2,7,36.27450980392157,18,0.3200000000000003,Klebsiella pneumoniae,Critical
0,0,3,3,34.14634146341464,9,-1.1799999999999995,Klebsiella pneumoniae,Critical
1,0,2,7,36.507936507936506,9,-0.480000000000004,Klebsiella pneumoniae,Critical
0,0,0,6,27.500000000000004,8,-0.0700000000000002,Klebsiella pneumoniae,Critical
1,0,2,7,44.4954128440367,28,-1.7199999999999989,Klebsiella pneumoniae,Critical
0,0,0,1,38.613861386138616,6,-2.260000000000005,Klebsiella pneumoniae,Critical
0,0,3,4,42.85714285714285,11,-2.969999999999999,Klebsiella pneumoniae,Critical
0,0,1,4,23.577235772357724,9,-2.1599999999999966,Klebsiella pneumoniae,Critical
1,0,1,4,13.445378151260504,4,-0.75,Klebsiella pneumoniae,Critical
1,0,2,3,20.846394984326015,11,-3.3200000000000003,Klebsiella pneumoniae,Critical
1,0,0,5,15.294117647058824,5,-0.8700000000000045,Klebsiella pneumoniae,Critical
1,0,1,6,14.04494382022472,7,-0.8599999999999994,Klebsiella pneumoniae,Critical
1,0,2,5,25.925925925925924,6,-0.7899999999999991,Klebsiella pneumoniae,Critical
1,0,3,6,17.48633879781421,9,-1.1000000000000014,Klebsiella pneumoniae,Critical
0,0,3,2,22.593320235756384,13,-0.5700000000000003,Klebsiella pneumoniae,Critical
0,0,1,6,20.84468664850136,14,-1.6000000000000014,Klebsiella pneumoniae,Critical
0,0,1,7,21.544715447154477,10,-1.1899999999999975,Klebsiella pneumoniae,Critical
1,0,2,1,23.705179282868528,11,-0.8999999999999986,Klebsiella pneumoniae,Critical
1,0,3,8,21.861471861471863,8,-1.1900000000000048,Klebsiella pneumoniae,Critical
1,0,2,4,23.817292006525285,18,-2.8500000000000014,Klebsiella pneumoniae,Critical
1,0,3,4,21.484375,9,-1.75,Klebsiella pneumoniae,Critical
1,0,3,5,23.044397463002117,9,-1.5799999999999983,Klebsiella pneumoniae,Critical
0,0,2,6,22.62569832402235,5,-0.6400000000000006,Klebsiella pneumoniae,Critical
1,0,0,6,21.256038647342997,4,0.720000000000006,Klebsiella pneumoniae,Critical
0,0,4,5,21.49532710280374,5,-2.1000000000000014,Klebsiella pneumoniae,Critical
1,0,0,5,18.471337579617835,5,-2.219999999999999,Klebsiella pneumoniae,Critical
1,0,3,7,23.684210526315788,9,-2.979999999999997,Klebsiella pneumoniae,Critical
1,0,0,7,15.88235294117647,6,-1.5399999999999991,Klebsiella pneumoniae,Critical
1,0,0,8,16.184971098265898,6,-1.93,Klebsiella pneumoniae,Critical
1,0,1,5,17.307692307692307,5,-1.7100000000000009,Klebsiella pneumoniae,Critical
1,0,1,6,13.924050632911392,5,-1.8500000000000012,Klebsiella pneumoniae,Critical
1,0,2,6,13.24200913242009,4,-1.4100000000000037,Klebsiella pneumoniae,Critical
1,0,1,8,18.4,5,-0.4699999999999988,Klebsiella pneumoniae,Critical
1,0,1,5,25.24271844660194,13,-1.2999999999999972,Klebsiella pneumoniae,Critical
1,0,1,4,42.66666666666667,19,-2.059999999999995,Klebsiella pneumoniae,Critical
0,1,2,2,66.66666666666666,2,-9.71,Klebsiella pneumoniae,Critical
1,0,1,9,30.935251798561158,8,-2.640000000000001,Klebsiella pneumoniae,Critical
1,0,2,5,9.00900900900901,5,-0.6799999999999997,Klebsiella pneumoniae,Critical
1,0,2,9,42.34234234234234,8,-4.109999999999999,Klebsiella pneumoniae,Critical
1,0,2,4,22.608695652173918,3,-2.280000000000001,Klebsiella pneumoniae,Critical
0,0,3,3,22.36842105263158,2,0.0399999999999991,Klebsiella pneumoniae,Critical
0,1,2,5,3.213610586011342,2,-0.8099999999999952,Klebsiella pneumoniae,Critical
0,0,2,3,19.718309859154928,1,0.0400000000000062,Klebsiella pneumoniae,Critical
0,0,2,11,24.742268041237114,8,-1.7000000000000028,Klebsiella pneumoniae,Critical
0,0,1,2,11.6751269035533,3,0.269999999999996,Klebsiella pneumoniae,Critical
0,0,2,2,13.084112149532707,5,-0.0700000000000002,Klebsiella pneumoniae,Critical
1,1,3,7,38.75,21,-0.3999999999999986,Klebsiella pneumoniae,Critical
1,1,3,13,41.104294478527606,12,-1.5700000000000005,Klebsiella pneumoniae,Critical
1,0,1,8,14.925373134328357,11,-1.25,Klebsiella pneumoniae,Critical
1,0,1,8,21.21212121212121,2,-0.0300000000000011,Klebsiella pneumoniae,Critical
1,0,1,5,22.115384615384613,4,0.0300000000000011,Klebsiella pneumoniae,Critical
1,0,1,6,22.93577981651376,4,0.1799999999999997,Klebsiella pneumoniae,Critical
1,0,1,5,22.77227722772277,4,-0.519999999999996,Klebsiella pneumoniae,Critical
1,0,1,6,21.052631578947366,2,0.4699999999999988,Klebsiella pneumoniae,Critical
1,0,1,10,25.925925925925924,6,-2.1700000000000017,Klebsiella pneumoniae,Critical
1,0,1,5,22.68041237113402,4,-2.0,Klebsiella pneumoniae,Critical
1,0,1,5,22.429906542056077,4,-0.25,Klebsiella pneumoniae,Critical
1,0,2,10,27.86885245901639,5,-1.0400000000000065,Klebsiella pneumoniae,Critical
1,0,2,12,22.137404580152676,5,-0.990000000000002,Klebsiella pneumoniae,Critical
1,0,1,3,31.15264797507788,12,-1.0,Klebsiella pneumoniae,Critical
1,0,1,6,30.53435114503817,7,-1.7199999999999989,Klebsiella pneumoniae,Critical
1,0,1,5,28.92561983471074,9,-1.9699999999999989,Klebsiella pneumoniae,Critical
0,0,3,3,34.87179487179487,23,-2.469999999999999,Klebsiella pneumoniae,Critical
0,0,2,5,19.913419913419915,35,-1.1600000000000037,Klebsiella pneumoniae,Critical
1,0,1,6,18.857142857142858,7,-1.6000000000000014,Klebsiella pneumoniae,Critical
1,0,2,4,28.31858407079646,8,-2.280000000000001,Klebsiella pneumoniae,Critical
1,0,2,5,30.55555555555556,17,-1.0,Klebsiella pneumoniae,Critical
1,0,3,4,32.0,22,-2.699999999999996,Klebsiella pneumoniae,Critical
1,0,2,9,29.19254658385093,10,-1.2399999999999949,Klebsiella pneumoniae,Critical
1,0,2,8,23.404255319148938,6,-2.1499999999999986,Klebsiella pneumoniae,Critical
1,0,2,4,31.360946745562128,24,-1.1700000000000017,Klebsiella pneumoniae,Critical
1,0,3,5,20.089285714285715,13,-1.3699999999999974,Klebsiella pneumoniae,Critical
1,0,2,8,23.4375,10,-1.6500000000000057,Klebsiella pneumoniae,Critical
0,0,2,8,32.23684210526316,9,-0.8699999999999974,Klebsiella pneumoniae,Critical
1,0,3,4,23.655913978494624,6,-0.9299999999999996,Klebsiella pneumoniae,Critical
1,0,1,7,28.93081761006289,11,-2.519999999999996,Klebsiella pneumoniae,Critical
0,0,1,7,28.000000000000004,9,-1.4799999999999969,Klebsiella pneumoniae,Critical
1,0,3,5,23.49397590361446,9,-0.9599999999999936,Klebsiella pneumoniae,Critical
1,0,1,6,26.36363636363636,7,-1.3100000000000025,Klebsiella pneumoniae,Critical
1,0,1,5,37.05882352941177,13,-2.480000000000004,Klebsiella pneumoniae,Critical
1,0,1,4,30.0,10,-2.6299999999999955,Klebsiella pneumoniae,Critical
1,0,2,2,34.645669291338585,18,-5.25,Klebsiella pneumoniae,Critical
1,0,2,7,18.14516129032258,13,-0.5999999999999943,Klebsiella pneumoniae,Critical
1,0,1,4,26.956521739130437,8,-1.5600000000000025,Klebsiella pneumoniae,Critical
1,0,2,3,33.33333333333333,22,-2.239999999999995,Klebsiella pneumoniae,Critical
1,0,1,4,27.049180327868854,9,-0.9699999999999988,Klebsiella pneumoniae,Critical
1,0,1,7,26.51515151515152,8,-1.4399999999999975,Klebsiella pneumoniae,Critical
1,0,2,6,26.72413793103448,8,-2.6000000000000014,Klebsiella pneumoniae,Critical
1,0,1,6,30.833333333333336,10,-2.9000000000000057,Klebsiella pneumoniae,Critical
1,0,1,0,29.28571428571429,12,-3.720000000000006,Klebsiella pneumoniae,Critical
1,0,2,4,22.58064516129032,3,-0.6900000000000048,Klebsiella pneumoniae,Critical
1,0,1,0,37.86407766990291,21,-1.949999999999996,Klebsiella pneumoniae,Critical
1,0,1,3,31.25,22,-2.910000000000004,Klebsiella pneumoniae,Critical
0,0,1,2,29.32692307692308,18,-5.439999999999998,Klebsiella pneumoniae,Critical
1,0,1,6,25.654450261780102,14,-1.5300000000000011,Klebsiella pneumoniae,Critical
0,0,2,9,28.08988764044944,23,-3.969999999999999,Klebsiella pneumoniae,Critical
0,0,2,3,18.493150684931507,5,0.3000000000000042,Klebsiella pneumoniae,Critical
1,0,1,7,28.57142857142857,19,-1.009999999999998,Klebsiella pneumoniae,Critical
0,0,1,2,29.565217391304348,20,-3.4200000000000017,Klebsiella pneumoniae,Critical
1,0,0,6,17.51824817518248,5,-2.8500000000000014,Klebsiella pneumoniae,Critical
0,0,1,2,25.165562913907287,15,-3.140000000000001,Klebsiella pneumoniae,Critical
0,0,3,3,27.918781725888326,15,-1.2899999999999991,Klebsiella pneumoniae,Critical
1,0,2,2,33.08270676691729,18,-6.399999999999999,Klebsiella pneumoniae,Critical
1,0,1,5,27.96208530805687,18,-1.3100000000000025,Klebsiella pneumoniae,Critical
1,0,2,2,35.2,16,-1.6300000000000026,Klebsiella pneumoniae,Critical
1,0,1,2,32.89473684210527,9,-1.7600000000000051,Klebsiella pneumoniae,Critical
1,0,1,5,30.69306930693069,22,-3.030000000000001,Klebsiella pneumoniae,Critical
1,0,1,4,21.818181818181817,7,-0.7199999999999989,Klebsiella pneumoniae,Critical
0,0,3,8,15.72192513368984,46,-1.509999999999998,Klebsiella pneumoniae,Critical
1,0,1,4,29.7029702970297,6,-0.779999999999994,Klebsiella pneumoniae,Critical
1,0,3,5,30.952380952380956,23,-1.1000000000000014,Klebsiella pneumoniae,Critical
1,0,2,6,15.88235294117647,8,-2.010000000000005,Klebsiella pneumoniae,Critical
1,0,3,5,33.125,23,-1.2800000000000011,Klebsiella pneumoniae,Critical
1,0,1,6,18.75,1,0.7000000000000028,Klebsiella pneumoniae,Critical
0,0,1,6,15.432098765432098,5,-1.4499999999999955,Klebsiella pneumoniae,Critical
0,0,1,6,20.0,6,-1.0900000000000034,Klebsiella pneumoniae,Critical
0,0,2,4,16.546762589928058,4,-0.8399999999999963,Klebsiella pneumoniae,Critical
0,0,3,8,35.526315789473685,8,-1.990000000000002,Klebsiella pneumoniae,Critical
1,0,1,4,34.45378151260504,15,-2.93,Klebsiella pneumoniae,Critical
1,0,1,8,23.684210526315788,4,0.259999999999998,Klebsiella pneumoniae,Critical
1,0,1,4,39.50617283950617,10,-1.3099999999999952,Klebsiella pneumoniae,Critical
1,0,1,8,20.8955223880597,5,-1.1599999999999966,Klebsiella pneumoniae,Critical
0,0,2,3,18.79194630872483,4,0.019999999999996,Klebsiella pneumoniae,Critical
1,0,2,8,26.72413793103448,8,-0.4699999999999988,Klebsiella pneumoniae,Critical
0,0,2,8,29.87012987012987,7,-0.0600000000000022,Klebsiella pneumoniae,Critical
1,0,1,3,20.161290322580644,5,-1.7899999999999991,Klebsiella pneumoniae,Critical
0,0,2,11,20.666666666666668,3,-1.1400000000000006,Klebsiella pneumoniae,Critical
1,0,2,4,26.36363636363636,5,-1.4399999999999975,Klebsiella pneumoniae,Critical
1,0,3,9,24.786324786324787,5,-0.2300000000000039,Klebsiella pneumoniae,Critical
1,0,1,3,19.863013698630137,5,-1.7199999999999989,Klebsiella pneumoniae,Critical
1,0,2,6,17.753623188405797,13,-0.8300000000000054,Klebsiella pneumoniae,Critical
1,0,2,2,25.384615384615383,5,-1.9699999999999989,Klebsiella pneumoniae,Critical
1,0,2,2,29.28571428571429,6,-1.6300000000000026,Klebsiella pneumoniae,Critical
1,0,1,5,21.71717171717172,7,-1.2800000000000011,Klebsiella pneumoniae,Critical
1,0,2,2,27.08333333333333,5,-2.1899999999999977,Klebsiella pneumoniae,Critical
1,0,0,1,62.5,2,-5.079999999999998,Klebsiella pneumoniae,Critical
0,0,3,4,21.782178217821784,2,-1.3300000000000054,Klebsiella pneumoniae,Critical
1,0,2,1,85.71428571428571,3,-5.050000000000004,Klebsiella pneumoniae,Critical
1,0,1,5,41.90476190476191,14,-2.460000000000001,Klebsiella pneumoniae,Critical
0,0,2,4,24.68354430379747,17,-2.3000000000000043,Klebsiella pneumoniae,Critical
1,0,3,6,39.32038834951456,26,-1.9699999999999989,Klebsiella pneumoniae,Critical
0,0,1,4,22.689075630252105,4,-1.4500000000000028,Klebsiella pneumoniae,Critical
1,0,2,7,32.323232323232325,6,-1.3599999999999994,Klebsiella pneumoniae,Critical
0,1,3,2,32.98969072164948,6,-1.5600000000000025,Klebsiella pneumoniae,Critical
1,0,3,4,37.87878787878788,21,-1.8000000000000045,Klebsiella pneumoniae,Critical
1,0,2,3,38.297872340425535,21,-1.7099999999999935,Klebsiella pneumoniae,Critical
0,1,1,6,24.624624624624623,4,-0.980000000000004,Klebsiella pneumoniae,Critical
1,1,1,6,35.13513513513514,8,-2.3000000000000043,Klebsiella pneumoniae,Critical
1,0,1,5,24.390243902439025,5,-1.2199999999999989,Klebsiella pneumoniae,Critical
1,0,1,4,25.0,9,-2.3500000000000014,Klebsiella pneumoniae,Critical
1,0,2,6,33.057851239669425,6,-0.480000000000004,Klebsiella pneumoniae,Critical
0,0,1,8,19.51219512195122,3,0.25,Klebsiella pneumoniae,Critical
0,1,2,3,25.42372881355932,9,-1.3699999999999974,Klebsiella pneumoniae,Critical
0,1,1,5,41.37931034482759,23,-0.759999999999998,Klebsiella pneumoniae,Critical
1,0,1,3,23.63636363636364,4,-1.009999999999998,Klebsiella pneumoniae,Critical
0,0,0,0,27.95031055900621,6,-2.4199999999999946,Klebsiella pneumoniae,Critical
0,0,1,5,24.778761061946906,6,-0.490000000000002,Klebsiella pneumoniae,Critical
1,0,1,4,31.818181818181817,10,-2.140000000000001,Klebsiella pneumoniae,Critical
1,0,3,4,37.22627737226277,15,-1.9600000000000009,Klebsiella pneumoniae,Critical
1,0,1,8,30.08130081300813,2,-0.9199999999999946,Klebsiella pneumoniae,Critical
1,0,0,7,29.874213836477985,15,-1.25,Klebsiella pneumoniae,Critical
0,0,0,1,16.72473867595819,2,0.4100000000000037,Klebsiella pneumoniae,Critical
0,1,0,2,31.535269709543567,19,-2.0799999999999983,Klebsiella pneumoniae,Critical
0,0,2,10,34.93975903614458,7,-1.7299999999999969,Klebsiella pneumoniae,Critical
1,0,2,6,27.659574468085108,7,-3.9199999999999946,Klebsiella pneumoniae,Critical
0,1,1,2,32.58426966292135,13,-3.009999999999998,Klebsiella pneumoniae,Critical
0,1,1,2,29.629629629629623,18,-0.6899999999999977,Klebsiella pneumoniae,Critical
1,0,1,4,26.595744680851062,5,-2.0,Klebsiella pneumoniae,Critical
1,0,1,4,36.17021276595745,8,-1.9799999999999969,Klebsiella pneumoniae,Critical
1,0,0,1,15.09433962264151,4,-4.730000000000004,Klebsiella pneumoniae,Critical
1,0,1,5,25.233644859813083,8,-1.6099999999999994,Klebsiella pneumoniae,Critical
1,0,1,5,33.00970873786408,3,-2.3400000000000034,Klebsiella pneumoniae,Critical
0,0,0,3,24.324324324324326,7,-3.9399999999999977,Klebsiella pneumoniae,Critical
1,0,2,4,23.07692307692308,6,-1.8699999999999972,Klebsiella pneumoniae,Critical
1,0,3,7,33.33333333333333,13,-1.4199999999999946,Klebsiella pneumoniae,Critical
1,0,3,11,30.319148936170212,16,-2.809999999999995,Klebsiella pneumoniae,Critical
0,1,1,0,35.294117647058826,15,-3.700000000000003,Klebsiella pneumoniae,Critical
1,0,3,8,9.2,7,-1.6600000000000037,Klebsiella pneumoniae,Critical
0,0,2,4,10.289389067524116,7,-1.0400000000000065,Klebsiella pneumoniae,Critical
1,0,2,5,11.146496815286625,6,-1.3999999999999986,Klebsiella pneumoniae,Critical
1,0,2,3,34.84848484848485,10,-1.4699999999999989,Klebsiella pneumoniae,Critical
1,0,1,9,12.582781456953644,8,-0.6000000000000014,Klebsiella pneumoniae,Critical
1,0,2,8,27.058823529411764,5,-0.4599999999999937,Klebsiella pneumoniae,Critical
1,0,2,7,21.666666666666668,3,-2.75,Klebsiella pneumoniae,Critical
0,0,3,3,22.77227722772277,4,-2.009999999999998,Klebsiella pneumoniae,Critical
1,0,1,3,55.55555555555556,3,-4.93,Klebsiella pneumoniae,Critical
1,0,0,0,75.0,3,-5.560000000000002,Klebsiella pneumoniae,Critical
1,0,0,2,50.0,2,-5.280000000000001,Klebsiella pneumoniae,Critical
1,0,2,2,41.66666666666667,3,-4.810000000000002,Klebsiella pneumoniae,Critical
1,0,1,1,44.44444444444444,4,-4.600000000000001,Klebsiella pneumoniae,Critical
1,0,2,3,55.55555555555556,2,-5.160000000000004,Klebsiella pneumoniae,Critical
1,0,1,2,66.66666666666666,2,-5.0,Klebsiella pneumoniae,Critical
1,0,1,2,50.0,2,-5.119999999999997,Klebsiella pneumoniae,Critical
1,0,0,0,27.450980392156865,4,-3.660000000000004,Klebsiella pneumoniae,Critical
1,0,1,3,23.52941176470588,3,-5.0,Klebsiella pneumoniae,Critical
1,0,0,0,36.36363636363637,3,-4.490000000000002,Klebsiella pneumoniae,Critical
1,0,2,3,27.884615384615387,3,-2.369999999999997,Klebsiella pneumoniae,Critical
1,0,2,3,31.496062992125985,8,-2.8999999999999986,Klebsiella pneumoniae,Critical
0,0,1,6,27.27272727272727,2,-2.219999999999999,Klebsiella pneumoniae,Critical
0,0,1,6,24.324324324324326,5,-0.5300000000000011,Klebsiella pneumoniae,Critical
0,0,1,7,17.674418604651162,11,-1.4499999999999955,Klebsiella pneumoniae,Critical
0,0,1,10,20.12987012987013,6,-3.480000000000004,Klebsiella pneumoniae,Critical
0,0,0,1,6.870229007633588,3,-8.530000000000001,Klebsiella pneumoniae,Critical
1,0,3,7,29.89690721649485,9,-2.6599999999999966,Klebsiella pneumoniae,Critical
1,0,1,8,35.9375,9,-3.3599999999999994,Klebsiella pneumoniae,Critical
1,0,1,5,19.35483870967742,5,-2.049999999999997,Klebsiella pneumoniae,Critical
1,0,1,6,33.91304347826087,8,-4.350000000000001,Klebsiella pneumoniae,Critical
1,0,1,8,26.923076923076923,5,-0.490000000000002,Klebsiella pneumoniae,Critical
1,0,3,8,34.81481481481482,9,-2.039999999999999,Klebsiella pneumoniae,Critical
1,0,1,8,32.87671232876712,5,-0.3699999999999974,Klebsiella pneumoniae,Critical
1,0,2,2,24.24242424242424,6,-2.440000000000005,Klebsiella pneumoniae,Critical
1,0,1,7,20.192307692307693,7,-1.3900000000000006,Klebsiella pneumoniae,Critical
1,0,1,5,25.0,5,-0.3500000000000014,Klebsiella pneumoniae,Critical
1,0,3,6,23.809523809523807,7,-1.3799999999999957,Klebsiella pneumoniae,Critical
1,0,2,5,35.80246913580247,8,-2.389999999999993,Klebsiella pneumoniae,Critical
1,0,2,0,36.98630136986301,10,-2.6299999999999955,Klebsiella pneumoniae,Critical
1,0,1,9,27.848101265822784,4,-0.2399999999999948,Klebsiella pneumoniae,Critical
1,0,3,4,23.63636363636364,3,-1.279999999999994,Klebsiella pneumoniae,Critical
0,0,1,5,8.823529411764707,1,0.509999999999998,Klebsiella pneumoniae,Critical
0,0,0,5,34.9112426035503,9,-2.200000000000003,Klebsiella pneumoniae,Critical
0,0,3,4,32.608695652173914,2,-0.269999999999996,Klebsiella pneumoniae,Critical
0,0,2,9,23.7410071942446,4,-0.9399999999999976,Klebsiella pneumoniae,Critical
0,0,2,10,26.436781609195403,4,-1.490000000000002,Klebsiella pneumoniae,Critical
1,0,2,8,30.76923076923077,4,-1.3800000000000026,Klebsiella pneumoniae,Critical
1,0,2,2,19.047619047619047,4,-2.019999999999996,Klebsiella pneumoniae,Critical
0,0,2,2,18.103448275862068,5,-3.789999999999999,Klebsiella pneumoniae,Critical
0,0,3,5,48.54368932038835,19,-1.5900000000000034,Klebsiella pneumoniae,Critical
0,0,3,4,32.6530612244898,29,-0.8599999999999994,Klebsiella pneumoniae,Critical
1,0,1,4,22.92993630573249,10,-0.6099999999999994,Klebsiella pneumoniae,Critical
0,0,3,4,37.5886524822695,17,-1.1400000000000006,Klebsiella pneumoniae,Critical
1,0,3,9,39.70588235294117,6,-2.0700000000000003,Klebsiella pneumoniae,Critical
4,0,3,9,44.44444444444444,13,-2.5999999999999943,Klebsiella pneumoniae,Critical
1,0,2,11,43.44262295081967,11,-2.949999999999996,Klebsiella pneumoniae,Critical
2,0,1,13,39.39393939393939,9,-1.8999999999999984,Klebsiella pneumoniae,Critical
1,0,3,9,32.35294117647059,4,-0.7100000000000009,Klebsiella pneumoniae,Critical
1,0,2,5,44.34782608695652,8,-2.3100000000000023,Klebsiella pneumoniae,Critical
1,0,1,8,21.138211382113823,5,-1.5900000000000034,Klebsiella pneumoniae,Critical
0,0,1,4,17.525773195876287,3,0.0700000000000002,Klebsiella pneumoniae,Critical
1,0,1,6,22.137404580152676,8,-1.5700000000000005,Klebsiella pneumoniae,Critical
1,0,0,7,22.377622377622377,11,-1.4099999999999966,Klebsiella pneumoniae,Critical
1,0,1,6,22.65625,8,-1.5700000000000005,Klebsiella pneumoniae,Critical
1,0,1,6,22.55639097744361,8,-1.5600000000000025,Klebsiella pneumoniae,Critical
0,0,0,3,18.463611859838277,30,-1.9500000000000028,Klebsiella pneumoniae,Critical
1,0,1,8,24.06015037593985,9,-2.5600000000000023,Klebsiella pneumoniae,Critical
1,0,0,7,25.0,10,-1.4699999999999989,Klebsiella pneumoniae,Critical
1,0,0,7,21.67832167832168,10,-1.4099999999999966,Klebsiella pneumoniae,Critical
1,0,1,6,21.16788321167883,8,-1.6700000000000017,Klebsiella pneumoniae,Critical
1,0,1,6,11.88118811881188,4,-1.7999999999999972,Klebsiella pneumoniae,Critical
1,0,1,6,21.875,8,-1.6000000000000014,Klebsiella pneumoniae,Critical
1,0,1,6,22.900763358778622,8,-1.490000000000002,Klebsiella pneumoniae,Critical
1,0,1,6,22.30769230769231,8,-1.470000000000006,Klebsiella pneumoniae,Critical
1,0,1,6,21.64179104477612,8,-1.5899999999999963,Klebsiella pneumoniae,Critical
1,0,1,6,23.015873015873016,8,-1.6300000000000026,Klebsiella pneumoniae,Critical
1,0,1,6,21.25984251968504,7,-1.7800000000000011,Klebsiella pneumoniae,Critical
1,0,1,6,22.04724409448819,7,-1.6300000000000026,Klebsiella pneumoniae,Critical
1,0,1,6,22.30769230769231,8,-1.6199999999999974,Klebsiella pneumoniae,Critical
1,0,0,7,23.64864864864865,12,-1.5300000000000011,Klebsiella pneumoniae,Critical
1,0,1,6,22.65625,8,-1.509999999999998,Klebsiella pneumoniae,Critical
0,0,2,10,17.857142857142858,5,-1.1900000000000048,Klebsiella pneumoniae,Critical
1,0,2,11,23.47826086956522,9,-3.1000000000000014,Klebsiella pneumoniae,Critical
1,0,1,6,20.51282051282051,6,-2.3299999999999983,Klebsiella pneumoniae,Critical
1,0,1,6,22.48062015503876,8,-1.6199999999999974,Klebsiella pneumoniae,Critical
1,0,3,4,20.51282051282051,6,-1.5600000000000025,Klebsiella pneumoniae,Critical
1,0,2,5,17.692307692307693,4,-0.9299999999999996,Klebsiella pneumoniae,Critical
1,0,2,3,77.77777777777779,4,-8.5,Klebsiella pneumoniae,Critical
1,0,1,7,13.541666666666666,3,-0.9299999999999996,Klebsiella pneumoniae,Critical
0,0,2,6,21.333333333333336,3,-0.9399999999999976,Klebsiella pneumoniae,Critical
0,0,2,3,16.901408450704224,4,-1.8699999999999972,Klebsiella pneumoniae,Critical
0,0,1,4,23.52941176470588,3,-0.9500000000000028,Klebsiella pneumoniae,Critical
0,0,0,4,24.444444444444443,3,-1.4200000000000017,Klebsiella pneumoniae,Critical
0,0,2,8,17.894736842105264,3,-0.9699999999999988,Klebsiella pneumoniae,Critical
0,0,1,9,30.303030303030305,7,-1.7100000000000009,Klebsiella pneumoniae,Critical
1,0,0,2,37.32394366197183,20,-0.7999999999999972,Klebsiella pneumoniae,Critical
0,0,1,6,28.03738317757009,6,-0.9200000000000016,Klebsiella pneumoniae,Critical
1,0,1,7,23.404255319148938,5,-1.5600000000000025,Klebsiella pneumoniae,Critical
1,0,1,10,28.125,6,-0.7299999999999969,Klebsiella pneumoniae,Critical
1,0,0,2,37.76223776223776,17,-1.230000000000004,Klebsiella pneumoniae,Critical
0,0,2,9,32.857142857142854,7,-1.1700000000000017,Klebsiella pneumoniae,Critical
1,0,2,4,26.82926829268293,8,-2.3999999999999986,Klebsiella pneumoniae,Critical
1,0,0,2,26.31578947368421,6,-0.9500000000000028,Klebsiella pneumoniae,Critical
0,0,1,8,38.144329896907216,6,-3.549999999999997,Klebsiella pneumoniae,Critical
0,0,0,4,23.728813559322035,4,-1.9400000000000048,Klebsiella pneumoniae,Critical
0,0,0,5,21.0,3,-1.5899999999999963,Klebsiella pneumoniae,Critical
1,0,3,6,35.294117647058826,4,-1.3499999999999943,Klebsiella pneumoniae,Critical
1,0,2,5,28.31858407079646,7,-1.740000000000002,Klebsiella pneumoniae,Critical
1,0,0,7,34.9112426035503,16,-1.4500000000000028,Klebsiella pneumoniae,Critical
1,0,0,4,25.6,11,-1.1400000000000006,Klebsiella pneumoniae,Critical
0,1,1,7,27.40740740740741,11,-1.8100000000000025,Klebsiella pneumoniae,Critical
0,1,3,7,34.375,9,-2.6699999999999946,Klebsiella pneumoniae,Critical
0,1,1,2,22.22222222222222,4,-0.779999999999994,Klebsiella pneumoniae,Critical
1,0,3,6,38.1294964028777,17,-1.25,Klebsiella pneumoniae,Critical
1,0,2,3,32.25806451612903,6,-1.6499999999999986,Klebsiella pneumoniae,Critical
1,0,0,9,29.906542056074763,7,0.3900000000000005,Klebsiella pneumoniae,Critical
1,0,2,5,32.55813953488372,8,-3.9099999999999966,Klebsiella pneumoniae,Critical
0,0,1,3,11.11111111111111,1,-0.9099999999999966,Klebsiella pneumoniae,Critical
1,0,1,11,14.285714285714285,2,-0.009999999999998,Klebsiella pneumoniae,Critical
1,0,0,2,22.35294117647059,8,-2.780000000000001,Klebsiella pneumoniae,Critical
0,0,3,6,16.666666666666664,2,-0.5399999999999991,Klebsiella pneumoniae,Critical
