sample,n_beta_lactam_total,pct_esbl,pct_A_serino_carbapenemase,pct_BD_carbapenemase,pct_C_ampc,pct_nao_hidrolise,pct_beta_lactam_plasmidial,n_aminoglicosideo,gc_diff_plasmid_cromossomo
GCA_002469015.1,18,0.1111111111111111,0.0,0.0,0.0555555555555555,0.8333333333333334,0.2222222222222222,2,-1.5499999999999972
GCA_013138485.1,17,0.2352941176470588,0.0,0.0,0.0,0.7058823529411765,0.3529411764705882,5,-1.990000000000002
GCF_001649975.1,6,0.0,0.0,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.5,1,0.3599999999999994
GCA_020589895.1,16,0.1875,0.0625,0.0,0.0,0.75,0.3125,2,-0.6099999999999994
GCA_024651125.1,17,0.1764705882352941,0.0588235294117647,0.0,0.0,0.7058823529411765,0.3529411764705882,3,-1.0399999999999991
GCA_030262215.1,4,0.5,0.0,0.0,0.0,0.5,0.25,3,-1.7999999999999972
GCA_042607705.1,15,0.2666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.6,0.3333333333333333,4,-5.910000000000004
GCA_024813835.1,17,0.1764705882352941,0.0588235294117647,0.0,0.0,0.7058823529411765,0.2352941176470588,3,-3.6599999999999966
GCA_018423645.1,18,0.1666666666666666,0.0555555555555555,0.0,0.0,0.6666666666666666,0.2777777777777778,5,-3.3599999999999994
GCA_029079225.1,17,0.1764705882352941,0.0588235294117647,0.0,0.0,0.7058823529411765,0.5294117647058824,4,-2.1300000000000026
GCA_022210625.1,22,0.2727272727272727,0.0909090909090909,0.0,0.0,0.6363636363636364,0.5454545454545454,4,-1.0799999999999983
GCA_024651925.1,17,0.2352941176470588,0.0,0.0,0.0,0.7058823529411765,0.4117647058823529,3,-1.1499999999999986
GCA_014145355.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.1764705882352941,3,-1.4099999999999966
GCA_002529075.1,16,0.125,0.0625,0.0,0.0,0.75,0.3125,2,-1.2800000000000011
GCA_012102235.1,16,0.1875,0.0625,0.0,0.0,0.75,0.3125,6,-0.779999999999994
GCA_054069015.1,17,0.1764705882352941,0.0588235294117647,0.0,0.0,0.7058823529411765,0.2352941176470588,4,-1.269999999999996
GCA_002459605.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.0588235294117647,3,-1.4399999999999975
GCA_026223155.1,14,0.0714285714285714,0.0,0.0714285714285714,0.0,0.8571428571428571,0.2857142857142857,3,-1.9500000000000028
GCA_015538355.1,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.0,5,-0.1400000000000005
GCA_007648015.1,16,0.0,0.0,0.0,0.0625,0.9375,0.125,0,-3.740000000000002
GCA_042875785.1,3,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0,1.519999999999996
GCA_041221385.1,13,0.0769230769230769,0.0769230769230769,0.0,0.0,0.8461538461538461,0.0769230769230769,0,-5.150000000000006
GCA_026223515.1,17,0.1764705882352941,0.0,0.0588235294117647,0.0,0.7058823529411765,0.1176470588235294,4,-9.550000000000004
GCA_052183145.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.0588235294117647,4,-1.0799999999999983
GCA_029079305.1,16,0.1875,0.0625,0.0,0.0,0.75,0.4375,6,-1.8700000000000043
GCA_019201785.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.0,3,-1.7199999999999989
GCA_023059265.1,14,0.0714285714285714,0.0714285714285714,0.0,0.0,0.8571428571428571,0.1428571428571428,2,-0.7999999999999972
GCA_049381405.1,16,0.125,0.0625,0.0,0.0,0.75,0.125,4,-2.519999999999996
GCA_042938265.1,12,0.1666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0833333333333333,12,2.8999999999999986
GCA_052184275.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.0,3,-3.210000000000001
GCA_024813815.1,16,0.125,0.0625,0.0,0.0,0.75,0.5,2,-1.3200000000000005
GCA_023059275.1,15,0.1333333333333333,0.0,0.0,0.0,0.8,0.2666666666666666,2,-0.9200000000000016
GCA_023893615.1,14,0.1428571428571428,0.0714285714285714,0.0,0.0714285714285714,0.6428571428571429,0.5714285714285714,4,-2.5
GCA_024650765.1,15,0.2,0.0,0.0,0.0,0.8,0.6,4,-2.059999999999995
GCA_028440145.1,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.1428571428571428,1,1.8300000000000047
GCA_022204885.1,18,0.2222222222222222,0.1111111111111111,0.0,0.0,0.6666666666666666,0.5555555555555556,0,-0.9100000000000036
GCA_018223965.1,13,0.0769230769230769,0.0,0.0,0.0,0.9230769230769232,0.0,0,-5.509999999999998
GCA_007644235.1,16,0.0,0.0,0.0,0.0625,0.9375,0.125,0,-0.8200000000000003
GCA_052184055.1,19,0.1052631578947368,0.0,0.0,0.0526315789473684,0.7894736842105263,0.0,2,-2.729999999999997
GCA_036759715.2,18,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0,0.7222222222222222,0.3888888888888889,4,-2.960000000000001
GCA_023060975.1,14,0.1428571428571428,0.0714285714285714,0.0,0.0714285714285714,0.6428571428571429,0.2857142857142857,5,-2.1699999999999946
GCA_022182345.1,22,0.2727272727272727,0.0909090909090909,0.0,0.0,0.6363636363636364,0.6818181818181818,6,-2.0799999999999983
GCF_001982585.1,18,0.1111111111111111,0.0,0.0,0.0555555555555555,0.8333333333333334,0.4444444444444444,0,-1.2600000000000051
GCA_048976455.1,4,0.0,0.0,0.0,0.25,0.75,0.0,1,-0.3400000000000034
GCA_051170065.1,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.0,7,0.3299999999999983
GCA_026191785.1,15,0.0666666666666666,0.0666666666666666,0.0,0.0,0.8,0.1333333333333333,1,-6.009999999999998
GCA_052492535.1,8,0.0,0.0,0.375,0.125,0.5,0.125,5,0.25
GCA_003204805.1,6,0.3333333333333333,0.0,0.0,0.1666666666666666,0.5,0.3333333333333333,3,-0.0499999999999971
GCA_016991915.1,21,0.1904761904761904,0.0,0.0,0.0952380952380952,0.7142857142857143,0.2857142857142857,2,-1.259999999999998
GCA_051170405.1,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.0,7,-0.0399999999999991
GCA_024651775.1,13,0.0769230769230769,0.0,0.0,0.0,0.9230769230769232,0.2307692307692307,2,-1.009999999999998
GCA_014451175.1,17,0.1764705882352941,0.0588235294117647,0.0,0.0,0.7058823529411765,0.4705882352941176,5,-0.4699999999999988
GCA_029079105.1,16,0.1875,0.0625,0.0,0.0,0.75,0.3125,0,-2.770000000000003
GCA_011037245.1,14,0.0714285714285714,0.0714285714285714,0.0,0.0,0.8571428571428571,0.4285714285714285,1,-0.0300000000000011
GCA_036851855.1,18,0.2222222222222222,0.0,0.0555555555555555,0.0,0.7222222222222222,0.2222222222222222,3,-5.009999999999998
GCA_024813855.1,17,0.1764705882352941,0.0588235294117647,0.0,0.0,0.7058823529411765,0.4705882352941176,2,-0.6199999999999974
GCA_007648245.1,16,0.0,0.0,0.0,0.0625,0.9375,0.25,0,-1.8999999999999984
GCA_007646545.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.1764705882352941,1,-0.8000000000000043
GCA_029076285.1,16,0.125,0.0625,0.0,0.0,0.75,0.4375,3,-2.450000000000003
GCF_001899625.1,17,0.1176470588235294,0.0,0.0,0.0588235294117647,0.8235294117647058,0.1764705882352941,3,-1.2800000000000011
GCA_022209545.1,22,0.2727272727272727,0.0909090909090909,0.0,0.0,0.5454545454545454,0.5909090909090909,4,-0.9600000000000009
GCA_040149235.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.1764705882352941,3,-0.8400000000000034
GCA_029080085.1,16,0.1875,0.0625,0.0,0.0,0.75,0.1875,5,-1.1499999999999986
GCA_026223175.1,16,0.125,0.0,0.0625,0.0,0.75,0.25,5,-0.730000000000004
GCA_054551795.1,14,0.2142857142857142,0.0714285714285714,0.0,0.0714285714285714,0.5714285714285714,0.0714285714285714,4,0.3999999999999986
GCA_024651065.1,14,0.1428571428571428,0.0,0.0,0.0,0.8571428571428571,0.3571428571428571,2,-1.1700000000000017
GCA_054069235.1,17,0.1764705882352941,0.0588235294117647,0.0,0.0,0.7058823529411765,0.2941176470588235,2,-2.469999999999999
GCA_003204865.1,5,0.0,0.2,0.0,0.2,0.6,0.2,3,-1.9600000000000009
GCA_030551015.1,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.1428571428571428,5,0.509999999999998
GCA_029079055.1,14,0.0714285714285714,0.0714285714285714,0.0,0.0,0.8571428571428571,0.2857142857142857,0,-1.7999999999999972
GCA_022694085.1,16,0.0,0.0,0.0,0.0625,0.9375,0.0,1,-1.25
GCA_052184915.1,16,0.0,0.0,0.0,0.0625,0.9375,0.0,0,-2.039999999999999
GCA_022210045.1,26,0.2307692307692307,0.0769230769230769,0.0,0.0,0.6153846153846154,0.3846153846153846,6,-0.0399999999999991
GCA_031100935.1,10,0.0,0.0,0.4,0.2,0.4,0.0,10,1.2700000000000031
GCA_052943295.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.1176470588235294,2,-3.629999999999996
GCA_030551165.1,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.0,3,0.259999999999998
GCA_018156665.1,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.0,4,-0.6000000000000014
GCA_011038015.1,16,0.1875,0.0625,0.0,0.0,0.75,0.3125,6,-2.6299999999999955
GCA_054048995.1,15,0.1333333333333333,0.0666666666666666,0.0,0.0,0.8,0.1333333333333333,1,-0.3499999999999943
GCA_022022915.1,20,0.3,0.1,0.0,0.0,0.6,0.45,14,-1.7700000000000031
GCA_054832125.1,18,0.0555555555555555,0.0,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,3,-0.9100000000000036
GCA_045176205.1,14,0.1428571428571428,0.0,0.0,0.0,0.8571428571428571,0.2857142857142857,0,-1.8299999999999983
GCA_031011105.1,22,0.2727272727272727,0.0909090909090909,0.0,0.0,0.6363636363636364,0.4090909090909091,4,-1.0600000000000025
GCA_054832305.1,18,0.0555555555555555,0.0,0.0,0.0555555555555555,0.8333333333333334,0.0555555555555555,3,-1.6700000000000017
GCA_015537345.1,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.0,1,0.1199999999999974
GCA_007646845.1,16,0.0,0.0,0.0,0.0625,0.9375,0.125,0,-0.9600000000000009
GCF_001715215.1,16,0.125,0.0625,0.0,0.0,0.75,0.375,2,-2.0600000000000023
GCA_028440415.1,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.1428571428571428,2,-0.5200000000000031
GCA_003326365.1,16,0.1875,0.0625,0.0,0.0,0.75,0.3125,6,-1.7100000000000009
GCA_006152055.1,16,0.1875,0.0,0.0625,0.0,0.75,0.5,3,-0.8099999999999952
GCA_029078885.1,16,0.1875,0.0625,0.0,0.0,0.75,0.5625,3,-2.019999999999996
GCA_029079165.1,17,0.1764705882352941,0.0588235294117647,0.0,0.0,0.7058823529411765,0.3529411764705882,4,-0.0399999999999991
GCA_016760355.1,16,0.0625,0.0,0.0,0.0625,0.875,0.0,3,-0.6199999999999974
GCA_009901805.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.0,5,-0.6500000000000057
GCA_022401485.1,4,0.25,0.0,0.0,0.0,0.75,0.0,0,-0.519999999999996
GCA_001720345.1,16,0.1875,0.0625,0.0,0.0,0.75,0.4375,7,-4.109999999999999
GCA_016991275.1,23,0.1304347826086956,0.0,0.0,0.217391304347826,0.6521739130434783,0.0869565217391304,13,-1.259999999999998
GCA_000188875.2,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.1764705882352941,0,-1.9400000000000048
GCA_007646715.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.1764705882352941,1,-2.6099999999999994
GCA_022210745.1,24,0.25,0.0833333333333333,0.0,0.0,0.5833333333333334,0.5,4,-1.25
GCA_054068935.1,15,0.1333333333333333,0.0666666666666666,0.0,0.0,0.8,0.4666666666666667,1,-1.1599999999999966
GCA_007644265.1,16,0.0625,0.0,0.0,0.0625,0.875,0.3125,0,-2.049999999999997
GCA_052388855.1,17,0.2352941176470588,0.0588235294117647,0.0,0.0,0.7058823529411765,0.2352941176470588,2,-5.229999999999997
GCA_015537725.1,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.0,2,0.1000000000000014
GCA_011037535.1,17,0.1764705882352941,0.0588235294117647,0.0,0.0,0.7058823529411765,0.5294117647058824,5,-2.699999999999996
GCA_052183895.1,14,0.0714285714285714,0.0,0.0,0.0714285714285714,0.8571428571428571,0.1428571428571428,2,-1.5700000000000005
GCA_028440295.1,8,0.125,0.0,0.25,0.125,0.5,0.125,5,0.1300000000000025
GCA_022170325.1,17,0.0,0.1176470588235294,0.0,0.1176470588235294,0.6470588235294118,0.4117647058823529,4,-0.3400000000000034
GCA_052183445.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.1764705882352941,2,-0.8099999999999952
GCA_019492145.1,18,0.0555555555555555,0.0,0.0555555555555555,0.1111111111111111,0.7777777777777778,0.1666666666666666,2,-2.9099999999999966
GCA_019202185.1,18,0.0555555555555555,0.0,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,2,-0.5899999999999963
GCA_033955015.2,16,0.125,0.0,0.0625,0.0,0.75,0.5625,6,-2.549999999999997
GCA_029083905.1,12,0.0,0.0833333333333333,0.0,0.0,0.9166666666666666,0.0833333333333333,0,-1.3800000000000026
GCA_052048735.1,16,0.1875,0.0625,0.0,0.0,0.75,0.5,6,-1.879999999999996
GCA_054066435.1,17,0.1764705882352941,0.0,0.0588235294117647,0.0,0.7058823529411765,0.3529411764705882,5,-2.259999999999998
GCA_022209565.1,26,0.2307692307692307,0.0769230769230769,0.0,0.0,0.6153846153846154,0.2692307692307692,6,-0.019999999999996
GCA_002119085.1,15,0.2,0.0,0.0,0.0,0.7333333333333333,0.3333333333333333,4,-0.4100000000000037
GCA_007648585.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.1764705882352941,3,-1.4399999999999975
GCA_007648815.1,16,0.0,0.0,0.0,0.0625,0.9375,0.125,0,-1.4299999999999995
GCA_023093575.1,12,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.6666666666666666,0.25,4,-1.5200000000000031
GCA_016054805.1,16,0.1875,0.0,0.0625,0.0,0.75,0.1875,4,-0.759999999999998
GCA_007647955.1,15,0.0,0.0,0.0,0.0666666666666666,0.9333333333333332,0.0,0,-1.6400000000000006
GCA_051169435.1,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.0,7,0.4199999999999946
GCA_016054825.1,16,0.125,0.0625,0.0,0.0,0.75,0.3125,1,-1.009999999999998
GCA_019202235.1,16,0.0625,0.0,0.0,0.0625,0.875,0.125,1,-1.3599999999999994
GCA_031630335.1,7,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.1428571428571428,4,-2.5600000000000023
GCA_029076225.1,17,0.1764705882352941,0.0588235294117647,0.0,0.0,0.7058823529411765,0.1176470588235294,3,-3.219999999999999
GCA_051169215.1,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.0,3,-0.0300000000000011
GCA_016484985.1,12,0.1666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0833333333333333,12,0.5200000000000031
GCA_042607615.1,18,0.1111111111111111,0.0555555555555555,0.1111111111111111,0.0,0.6666666666666666,0.2777777777777778,7,-5.100000000000001
GCA_037450415.1,18,0.0555555555555555,0.0,0.0,0.1111111111111111,0.8333333333333334,0.2222222222222222,3,-1.5600000000000025
GCA_031101015.1,10,0.0,0.0,0.4,0.2,0.4,0.0,8,0.5399999999999991
GCA_028440125.1,7,0.1428571428571428,0.0,0.2857142857142857,0.1428571428571428,0.4285714285714285,0.2857142857142857,5,-0.1499999999999985
GCA_011038315.1,16,0.125,0.0625,0.0,0.0,0.75,0.3125,3,-1.5300000000000011
GCA_054067235.1,15,0.1333333333333333,0.0666666666666666,0.0,0.0,0.8,0.3333333333333333,1,-1.9899999999999949
GCA_003697885.1,6,0.0,0.0,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.0,1,-1.1900000000000048
GCA_007647865.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.1764705882352941,2,-1.5399999999999991
GCF_001500225.1,6,0.0,0.0,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.0,2,0.2199999999999988
GCA_004211775.1,16,0.0,0.0,0.0,0.0625,0.9375,0.125,1,-1.8999999999999984
GCA_002484595.1,16,0.0,0.0,0.0,0.0625,0.875,0.1875,1,-1.509999999999998
GCA_052997385.1,18,0.1111111111111111,0.0,0.0,0.0555555555555555,0.8333333333333334,0.1666666666666666,3,-1.2000000000000028
GCA_016054975.1,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.1428571428571428,3,0.1000000000000014
GCA_054832285.1,18,0.1111111111111111,0.0,0.0,0.0555555555555555,0.8333333333333334,0.0,2,-0.4499999999999957
GCA_011037415.1,17,0.1764705882352941,0.0588235294117647,0.0,0.0,0.7058823529411765,0.4117647058823529,3,-1.0400000000000065
GCA_023060155.1,18,0.1666666666666666,0.0555555555555555,0.0555555555555555,0.0,0.6666666666666666,0.3888888888888889,5,-2.3999999999999986
GCA_022210105.1,24,0.25,0.0833333333333333,0.0,0.0,0.5833333333333334,0.4166666666666667,4,-1.3099999999999952
GCA_016485365.1,12,0.1666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0833333333333333,12,0.3999999999999986
GCA_031630595.1,15,0.1333333333333333,0.0,0.0666666666666666,0.0666666666666666,0.6,0.3333333333333333,5,-3.3399999999999963
GCA_021736065.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.0588235294117647,4,-0.9100000000000036
GCA_024652695.1,17,0.2352941176470588,0.0,0.0,0.0,0.7058823529411765,0.4117647058823529,2,-1.3500000000000014
GCA_031630315.1,7,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.0,0.2857142857142857,0.2857142857142857,5,3.3599999999999994
GCA_019201835.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.0588235294117647,2,0.3900000000000005
GCA_022209765.1,22,0.2727272727272727,0.0,0.0909090909090909,0.0,0.5454545454545454,0.3636363636363636,14,-1.0700000000000005
GCA_004347325.1,7,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.5714285714285714,0.0,5,-0.6500000000000057
GCA_040149225.1,16,0.0,0.0,0.0,0.0625,0.9375,0.0,0,-2.140000000000001
GCA_017565865.1,14,0.0714285714285714,0.0,0.0,0.0,0.8571428571428571,0.5,2,-0.5300000000000011
GCA_052492675.1,8,0.0,0.0,0.375,0.125,0.5,0.25,7,0.1200000000000045
GCA_022170285.1,21,0.1904761904761904,0.0952380952380952,0.0,0.0952380952380952,0.5238095238095238,0.3333333333333333,6,-2.5600000000000023
GCA_011037615.1,16,0.125,0.0625,0.0,0.0,0.75,0.4375,4,-1.1700000000000017
GCA_007648285.1,16,0.0,0.0,0.0,0.0625,0.9375,0.125,0,-1.3800000000000026
GCA_054067025.1,16,0.125,0.0625,0.0,0.0,0.75,0.25,3,-3.1299999999999955
GCA_022304395.1,26,0.4615384615384615,0.0769230769230769,0.0,0.0,0.4615384615384615,0.1153846153846153,11,-2.039999999999999
GCA_016991335.1,21,0.1904761904761904,0.0,0.0,0.0952380952380952,0.7142857142857143,0.1904761904761904,4,-0.7000000000000028
GCA_029078855.1,16,0.1875,0.0625,0.0,0.0,0.75,0.375,6,-1.3500000000000014
GCA_012955845.1,8,0.125,0.0,0.25,0.125,0.5,0.125,6,-0.8700000000000045
GCA_016992015.1,19,0.1052631578947368,0.0,0.0,0.1052631578947368,0.7894736842105263,0.1052631578947368,9,-0.3400000000000034
GCA_006517515.1,16,0.1875,0.0,0.0,0.0,0.75,0.4375,4,-1.7000000000000028
GCA_031010915.1,22,0.2727272727272727,0.0909090909090909,0.0,0.0,0.5454545454545454,0.5454545454545454,6,-1.0399999999999991
GCA_011038035.1,16,0.1875,0.0625,0.0,0.0,0.75,0.5,5,-0.5999999999999943
GCA_002736085.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.0,3,-2.6599999999999966
GCA_007647045.1,14,0.0,0.0,0.0,0.0,1.0,0.1428571428571428,1,-2.450000000000003
GCA_029078945.1,16,0.125,0.0625,0.0,0.0,0.75,0.4375,4,-1.9399999999999973
GCA_043848715.1,17,0.1176470588235294,0.0,0.0,0.0588235294117647,0.8235294117647058,0.1176470588235294,2,-1.6599999999999966
GCA_026222775.1,14,0.1428571428571428,0.0,0.0714285714285714,0.0,0.7857142857142857,0.5714285714285714,3,-0.7800000000000011
GCA_022209885.1,18,0.2222222222222222,0.1111111111111111,0.0,0.0,0.6666666666666666,0.6111111111111112,4,-1.0599999999999952
GCA_007648445.1,16,0.0,0.0,0.0,0.0625,0.9375,0.0,0,-1.0499999999999972
GCA_054067555.1,15,0.1333333333333333,0.0666666666666666,0.0,0.0,0.8,0.3333333333333333,0,-0.5800000000000054
GCA_031630735.1,13,0.1538461538461538,0.0,0.0769230769230769,0.0769230769230769,0.6923076923076923,0.3076923076923077,4,0.8699999999999974
GCA_052184385.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.1764705882352941,0,-3.3300000000000054
GCA_024652205.1,13,0.0769230769230769,0.0,0.0,0.0,0.9230769230769232,0.3076923076923077,1,-1.1099999999999994
GCA_029079245.1,12,0.0,0.0833333333333333,0.0,0.0,0.9166666666666666,0.6666666666666666,1,-1.5499999999999972
GCA_024651145.1,16,0.1875,0.0,0.0,0.0,0.75,0.4375,4,-0.2899999999999991
GCA_003321105.1,17,0.1764705882352941,0.0588235294117647,0.0,0.0,0.7058823529411765,0.2352941176470588,5,-3.3200000000000003
GCA_012955905.1,17,0.1764705882352941,0.0588235294117647,0.0,0.0,0.7058823529411765,0.4117647058823529,3,-2.010000000000005
GCF_001649815.1,6,0.0,0.0,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.0,2,0.7899999999999991
GCA_041901425.1,12,0.1666666666666666,0.0,0.0833333333333333,0.0,0.6666666666666666,0.3333333333333333,2,-3.520000000000003
GCA_043848795.1,13,0.1538461538461538,0.0,0.0,0.0,0.8461538461538461,0.3846153846153846,1,-0.6000000000000014
GCA_022023215.1,20,0.3,0.1,0.0,0.0,0.6,0.35,13,-2.3200000000000003
GCA_054069815.1,17,0.1764705882352941,0.0588235294117647,0.0,0.0,0.7058823529411765,0.2352941176470588,2,-2.260000000000005
GCA_026223435.1,18,0.2222222222222222,0.0,0.0555555555555555,0.0,0.6666666666666666,0.2777777777777778,6,-1.269999999999996
GCA_015537665.1,8,0.125,0.0,0.25,0.125,0.5,0.0,5,-1.1400000000000006
GCA_016990455.1,20,0.0,0.0,0.0,0.15,0.75,0.15,2,-0.3900000000000005
GCA_023061055.1,17,0.0588235294117647,0.0,0.0,0.0588235294117647,0.8823529411764706,0.0588235294117647,4,-2.190000000000005
GCA_036925215.1,17,0.0,0.0,0.0,0.0588235294117647,0.8823529411764706,0.1764705882352941,3,-0.9199999999999946
GCA_016990795.1,19,0.1052631578947368,0.0,0.0,0.1052631578947368,0.7894736842105263,0.1052631578947368,5,-0.9200000000000016
GCA_052492795.1,8,0.0,0.0,0.375,0.125,0.5,0.25,7,0.1000000000000014
GCA_028440325.1,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.1428571428571428,4,-0.3800000000000025
GCA_051386075.1,12,0.0833333333333333,0.0,0.0,0.0,0.9166666666666666,0.0,0,-3.68
GCA_012102985.1,10,0.0,0.0,0.0,0.0,1.0,0.3,0,-0.1799999999999997
GCA_053059375.1,18,0.1111111111111111,0.0,0.0,0.0555555555555555,0.8333333333333334,0.1666666666666666,4,-1.9200000000000017
